nmrFileName,peakid,researcher,username,instrument,organization,date
ThanaDMSOdept,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri Sep 12 00:00:00 EDT 2014
ThanaDMSOhmbc,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat Sep 13 00:00:00 EDT 2014
ThanaDMSOhsqc,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri Sep 12 00:00:00 EDT 2014
ThanaDMSOhsqc-real,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat Sep 13 00:00:00 EDT 2014
ThanaDMSOhsqc-tocsy,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri Sep 19 00:00:00 EDT 2014
ThanaDMSOproton,,Chad J.,johnsc7,NMR,Magarvey Lab,Thu Sep 11 00:00:00 EDT 2014
ThanaHMBC,,Chad J.,johnsc7,NMR,Magarvey Lab,Mon Jul 14 00:00:00 EDT 2014
ThanaHSQC,,Chad J.,johnsc7,NMR,Magarvey Lab,Mon Jul 14 00:00:00 EDT 2014
ThanaNOESY,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue Jul 15 00:00:00 EDT 2014
ThanaProton,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue Jul 15 00:00:00 EDT 2014
ThanaProtonRedo,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue Jul 15 00:00:00 EDT 2014
Thanamycin-13C,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat Mar 14 00:00:00 EDT 2015
Thanamycin-COSY,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat Mar 14 00:00:00 EDT 2015
Thanamycin-DEPT,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed Mar 18 00:00:00 EDT 2015
Thanamycin-H2BC,,Chad J.,johnsc7,NMR,Magarvey Lab,Thu Mar 26 00:00:00 EDT 2015
Thanamycin-HMBC,,Chad J.,johnsc7,NMR,Magarvey Lab,Sun Mar 15 00:00:00 EDT 2015
Thanamycin-HMBCqf,,Chad J.,johnsc7,NMR,Magarvey Lab,Thu Mar 26 00:00:00 EDT 2015
Thanamycin-HSQC,,Chad J.,johnsc7,NMR,Magarvey Lab,Sun Mar 15 00:00:00 EDT 2015
Thanamycin-HSQC-TOCSY,,Chad J.,johnsc7,NMR,Magarvey Lab,Sun Mar 15 00:00:00 EDT 2015
Thanamycin-NHMBC,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri Apr 03 00:00:00 EDT 2015
Thanamycin-NHSQC,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat Apr 04 00:00:00 EDT 2015
Thanamycin-NOESY,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue Mar 17 00:00:00 EDT 2015
Thanamycin-Proton,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri Mar 13 00:00:00 EDT 2015
Thanamycin-ROESY,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed Mar 18 00:00:00 EDT 2015
ThanamycinTFECOSYmfqf,,Chad J.,johnsc7,NMR,Magarvey Lab,Thu May 29 00:00:00 EDT 2014
ThanamycinTFECOSYmfqf64,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed Jun 04 00:00:00 EDT 2014
ThanamycinTFEDEPT8K,,Chad J.,johnsc7,NMR,Magarvey Lab,Sat May 31 00:00:00 EDT 2014
ThanamycinTFEDEPTtest,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed May 28 00:00:00 EDT 2014
ThanamycinTFEHMBCph,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri May 30 00:00:00 EDT 2014
ThanamycinTFEHSCQTOCSY,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed Jun 04 00:00:00 EDT 2014
ThanamycinTFEHSQCedsi,,Chad J.,johnsc7,NMR,Magarvey Lab,Sun Jun 01 00:00:00 EDT 2014
ThanamycinTFEProton,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed May 28 00:00:00 EDT 2014
ThanamycinTFEuDEFT,,Chad J.,johnsc7,NMR,Magarvey Lab,Sun Jun 01 00:00:00 EDT 2014
ThanamycinTOCSY,,Chad J.,johnsc7,NMR,Magarvey Lab,Mon Mar 16 00:00:00 EDT 2015
johnsc7-20140527,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue May 27 00:00:00 EDT 2014
johnsc7-TeloTest,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri May 23 00:00:00 EDT 2014
lixi-20140515-CJThanamycin1COSY,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri May 16 00:00:00 EDT 2014
lixi-20140515-CJThanamycin1Proton,,Chad J.,johnsc7,NMR,Magarvey Lab,Fri May 16 00:00:00 EDT 2014
test,,Chad J.,johnsc7,NMR,Magarvey Lab,Tue May 20 00:00:00 EDT 2014
zvanycr-20150618_pure_611mz_D2O_HMBC,,Chad J.,johnsc7,NMR,Magarvey Lab,Wed Jun 24 00:00:00 EDT 2015
zvanycr-20150618_pure_611mz_D2O_NewProton,,Chad J.,johnsc7,NMR,Magarvey Lab,Thu Jun 25 00:00:00 EDT 2015
